Title;Issn;SJR;QUARTIL;H index
Annals of Neurology;15318249, 03645134;3.6;Q1;331
Harvard Kennedy School Misinformation Review;27661652;3.6;Q1;29
Liver Cancer;22351795, 16645553;3.599;Q1;56
Geometric and Functional Analysis;14208970, 1016443X;3.597;Q1;77
Human Relations;00187267, 1741282X;3.597;Q1;162
Renewable and Sustainable Energy Reviews;13640321, 18790690;3.596;Q1;421
Water Research;00431354, 18792448;3.596;Q1;376
Review of Economic Dynamics;10966099, 10942025;3.582;Q1;73
Energy Material Advances;26927640;3.563;Q1;20
Sleep Medicine Reviews;15322955, 10870792;3.561;Q1;181
Current Opinion in Cell Biology;09550674, 18790410;3.559;Q1;278
IEEE Transactions on Image Processing;10577149;3.556;Q1;329
Energy Economics;01409883, 18736181;3.555;Q1;210
Immunological Reviews;01052896, 1600065X;3.554;Q1;254
Optica;23342536;3.549;Q1;143
Journal of Consumer Psychology;15327663, 10577408;3.531;Q1;139
eClinicalMedicine;25895370;3.522;Q1;80
Research Synthesis Methods;17592879, 17592887;3.52;Q1;68
"Environmental Science &amp; Technology";0013936X, 15205851;3.516;Q1;480
Health Psychology Review;17437202, 17437199;3.509;Q1;72
Circulation: Heart Failure;19413297, 19413289;3.505;Q1;136
Automatica;00051098;3.502;Q1;318
Energy and Environmental Materials;25750348, 25750356;3.493;Q1;51
Sports Medicine;01121642, 11792035;3.492;Q1;229
Comparative Political Studies;15523829, 00104140;3.491;Q1;129
Journal of World Business;10909516;3.49;Q1;142
Nano Today;1878044X, 17480132;3.483;Q1;175
International Journal of Machine Tools and Manufacture;08906955;3.479;Q1;192
JAMA network open;25743805;3.478;Q1;128
Wiley Interdisciplinary Reviews: Computational Molecular Science;17590876, 17590884;3.473;Q1;105
Theoretical Economics;15557561;3.47;Q1;37
Cancer Research;00085472, 15387445;3.468;Q1;498
Bioactive Materials;2452199X;3.466;Q1;90
Journal of Advanced Ceramics;22278508, 22264108;3.457;Q1;64
Chem Catalysis;26671093, 26671107;3.455;Q1;29
Soil Biology and Biochemistry;00380717;3.453;Q1;266
Stata Journal;1536867X;3.453;Q1;104
Annals of Tourism Research;01607383;3.447;Q1;216
Advanced Drug Delivery Reviews;0169409X, 18728294;3.411;Q1;366
Nano Letters;15306992, 15306984;3.411;Q1;550
JHEP Reports;25895559;3.409;Q1;42
Journal of the American Society of Nephrology : JASN;15333450, 10466673;3.409;Q1;321
Journal of Travel Research;15526763, 00472875;3.408;Q1;172
Alcohol research : current reviews;21694796, 21683492;3.402;Q1;113
Journal of Product Innovation Management;15405885, 07376782;3.402;Q1;171
Advanced Fiber Materials;25247921, 2524793X;3.398;Q1;43
IEEE Transactions on Industrial Electronics;02780046;3.395;Q1;341
One Earth;25903330, 25903322;3.392;Q1;55
Journal of Business and Economic Statistics;07350015, 15372707;3.385;Q1;118
IEEE Internet of Things Journal;23274662;3.382;Q1;179
Bone Research;20954700, 20956231;3.378;Q1;65
Genomics, Proteomics and Bioinformatics;16720229, 22103244;3.378;Q1;73
Ageing Research Reviews;15681637, 18729649;3.376;Q1;162
Materials Horizons;20516347, 20516355;3.376;Q1;131
Opto-Electronic Advances;20964579;3.374;Q1;42
Evolution Letters;20563744;3.373;Q1;33
Journal of Innovation and Knowledge;2444569X, 25307614;3.372;Q1;54
IEEE Transactions on Cognitive Communications and Networking;23327731;3.371;Q1;54
Translational Neurodegeneration;20479158;3.371;Q1;62
EcoMat;25673173;3.369;Q1;36
Biometrika;14643510, 00063444;3.358;Q1;132
American Psychologist;0003066X, 1935990X;3.357;Q1;268
Progress in Human Geography;14770288, 03091325;3.357;Q1;178
Diabetologia;0012186X, 14320428;3.355;Q1;261
Journal of Interactive Marketing;10949968, 15206653;3.355;Q1;126
International Journal of Research in Marketing;01678116;3.352;Q1;121
Tourism Management;02615177;3.352;Q1;255
Political Communication;10584609, 10917675;3.348;Q1;105
Small;16136829, 16136810;3.348;Q1;294
Trends in Chemistry;25895974;3.348;Q1;67
Journal of Hospitality Marketing and Management;19368631, 19368623;3.347;Q1;79
Annals of Internal Medicine;15393704, 00034819;3.337;Q1;433
Circulation: Arrhythmia and Electrophysiology;19413084, 19413149;3.335;Q1;128
European Journal of Political Research;03044130, 14756765;3.334;Q1;118
California Management Review;21628564, 00081256;3.33;Q1;155
Astrophysical Journal, Supplement Series;15384365, 00670049;3.329;Q1;272
Sustainable Technology and Entrepreneurship;27730328;3.328;Q1;15
Proceedings of the Annual ACM Symposium on Theory of Computing;07378017;3.322;-;122
British Journal of Political Science;00071234, 14692112;3.32;Q1;114
Mucosal Immunology;19353456, 19330219;3.32;Q1;129
Higher Education for the Future;23485779, 23476311;3.313;Q1;11
Nature Astronomy;23973366;3.311;Q1;84
Review of Environmental Economics and Policy;17506824, 17506816;3.311;Q1;67
Clinical Infectious Diseases;15376591, 10584838;3.308;Q1;387
Small Science;26884046;3.304;Q1;35
Human Resource Management Review;10534822;3.302;Q1;121
Seminars in Cancer Biology;10963650, 1044579X;3.297;Q1;179
Strategy Science;23332077, 23332050;3.292;Q1;26
Frontiers in Ecology and the Environment;15409295, 15409309;3.291;Q1;198
Angiogenesis;15737209, 09696970;3.289;Q1;101
European Review of Social Psychology;10463283, 1479277X;3.286;Q1;76
IMF Economic Review;2041417X, 20414161;3.286;Q1;82
Journal of Advances in Modeling Earth Systems;19422466;3.277;Q1;92
iMeta;2770596X, 27705986;3.269;Q1;16
Forum of Mathematics, Pi;20505086;3.266;Q1;20
Microbiology and Molecular Biology Reviews;10985557, 10922172;3.264;Q1;277
Artificial Intelligence Review;02692821, 15737462;3.26;Q1;115
Monographs of the Society for Research in Child Development;0037976X, 15405834;3.26;Q1;76
Med;26666359, 26666340;3.253;Q1;35
Journal of the European Mathematical Society;14359855, 14359863;3.251;Q1;63
Econometrics Journal;13684221, 1368423X;3.244;Q1;44
Wiley Interdisciplinary Reviews: Climate Change;17577799, 17577780;3.236;Q1;113
International Materials Reviews;09506608, 17432804;3.233;Q1;132
Trends in Pharmacological Sciences;18733735, 01656147;3.232;Q1;244
Journal of Strategic Information Systems;09638687;3.23;Q1;107
Computers and Education: Artificial Intelligence;2666920X;3.227;Q1;29
Alzheimer's and Dementia;15525279, 15525260;3.226;Q1;162
Annual Review of Nutrition;01999885, 15454312;3.226;Q1;179
Memoirs of the American Mathematical Society;00659266;3.226;Q1;73
Journal of Supply Chain Management;15232409, 1745493X;3.22;Q1;112
Research Policy;00487333;3.219;Q1;289
Trends in Molecular Medicine;1471499X, 14714914;3.219;Q1;204
Journal of Economic Theory;10957235, 00220531;3.218;Q1;114
Global Strategy Journal;20425805;3.209;Q1;46
Trends in Plant Science;13601385, 18784372;3.204;Q1;310
Annals of Probability;00911798;3.203;Q1;99
JAMA Dermatology;21686068, 21686084;3.203;Q1;189
eBioMedicine;23523964;3.193;Q1;116
EMBO Reports;14693178, 1469221X;3.193;Q1;210
JACC: Clinical Electrophysiology;2405500X;3.188;Q1;65
Journal of Organizational Behavior;10991379, 08943796;3.187;Q1;217
European Journal of Epidemiology;03932990, 15737284;3.186;Q1;138
Critical Reviews in Environmental Science and Technology;15476537, 10643389;3.184;Q1;144
Journal of Corporate Finance;09291199;3.182;Q1;131
Conservation Letters;1755263X;3.176;Q1;105
Journal of Manufacturing Systems;02786125;3.168;Q1;107
Journal of Energy Chemistry;20954956;3.165;Q1;113
Earth System Dynamics;21904979, 21904987;3.154;Q1;61
Pharmacology and Therapeutics;1879016X, 01637258;3.15;Q1;233
Public Administration Review;00333352, 15406210;3.148;Q1;175
Ultrafast Science;20970331, 27658791;3.143;Q1;16
Brain, Behavior, and Immunity;10902139, 08891591;3.141;Q1;197
Cold Spring Harbor perspectives in biology;19430264;3.14;Q1;233
Journal of Child Psychology and Psychiatry and Allied Disciplines;00219630, 14697610;3.133;Q1;243
Clinical and Molecular Hepatology;22872728, 2287285X;3.128;Q1;56
Journal of Business Research;01482963;3.128;Q1;265
Kidney International Supplements;21571716, 21571724;3.126;Q1;51
Plant Communications;25903462;3.123;Q1;36
Organizational Behavior and Human Decision Processes;07495978, 10959920;3.119;Q1;177
IEEE Geoscience and Remote Sensing Magazine;24732397, 21686831;3.118;Q1;57
Technological Forecasting and Social Change;00401625;3.118;Q1;179
Annual Review of Sociology;03600572, 15452115;3.11;Q1;205
Small Methods;23669608;3.107;Q1;107
Wiley interdisciplinary reviews. RNA;17577012, 17577004;3.106;Q1;91
IEEE Reviews in Biomedical Engineering;19373333, 19411189;3.099;Q1;70
Systematic Biology;1076836X, 10635157;3.098;Q1;201
American Journal of Kidney Diseases;15236838, 02726386;3.096;Q1;240
Annual Reviews in Control;13675788;3.095;Q1;103
Journal of Financial Intermediation;10960473, 10429573;3.095;Q1;90
Clinical Gastroenterology and Hepatology;15427714, 15423565;3.091;Q1;208
Clinical Microbiology and Infection;1198743X, 14690691;3.089;Q1;198
FEMS Microbiology Reviews;01686445, 15746976;3.089;Q1;250
Contemporary Accounting Research;08239150;3.086;Q1;124
Environmental Science and Technology Letters;23288930;3.086;Q1;99
Gut Microbes;19490984, 19490976;3.075;Q1;110
International Journal of Production Economics;09255273;3.074;Q1;231
Allergy: European Journal of Allergy and Clinical Immunology;01054538, 13989995;3.073;Q1;201
Laser and Photonics Reviews;18638880, 18638899;3.073;Q1;146
Journal of Management Information Systems;1557928X, 07421222;3.07;Q1;170
Blood advances;24739529, 24739537;3.065;Q1;85
International Journal of Management Reviews;14608545, 14682370;3.049;Q1;136
Annual Review of Statistics and Its Application;23268298, 2326831X;3.045;Q1;44
Autism in Adulthood;25739581, 2573959X;3.045;Q1;16
Current Opinion in Plant Biology;18790356, 13695266;3.044;Q1;234
Annual Review of Materials Research;15317331, 15454118;3.04;Q1;179
Physical Review Letters;10797114, 00319007;3.04;Q1;700
Persoonia: Molecular Phylogeny and Evolution of Fungi;00315850;3.037;Q1;82
Acta Pharmaceutica Sinica B;22113843, 22113835;3.035;Q1;99
Production and Operations Management;10591478, 19375956;3.035;Q1;138
Annual review of biomedical data science;25743414;3.034;Q1;22
Molecular Metabolism;22128778;3.034;Q1;100
Dialogues in Clinical Neuroscience;19585969, 12948322;3.031;Q1;112
Annals of PDE;21992576, 25245317;3.028;Q1;25
Journal of Integrative Plant Biology;16729072, 17447909;3.028;Q1;109
World Politics;00438871, 10863338;3.025;Q1;127
American Journal of Obstetrics and Gynecology;00029378, 10976868;3.024;Q1;263
Biomarker Research;20507771;3.024;Q1;48
Biomaterials;01429612, 18785905;3.016;Q1;435
Transport Reviews;01441647, 14645327;3.016;Q1;108
Environment international;18736750, 01604120;3.015;Q1;252
European Heart Journal Cardiovascular Imaging;20472412, 20472404;3.011;Q1;119
Journal of Operations Management;18731317, 02726963;3.009;Q1;219
Redox Biology;22132317;3.008;Q1;137
New Phytologist;14698137, 0028646X;3.007;Q1;305
ACS Materials Letters;26394979;3.003;Q1;61
Thorax;14683296, 00406376;3.001;Q1;252
British Journal of Cancer;15321827, 00070920;3.0;Q1;272
Trends in Food Science and Technology;09242244;2.999;Q1;251
Plant Biotechnology Journal;14677644, 14677652;2.998;Q1;152
Global Environmental Change;09593780, 18729495;2.996;Q1;225
Journal of Retailing and Consumer Services;09696989;2.99;Q1;143
IEEE Journal of Emerging and Selected Topics in Power Electronics;21686785, 21686777;2.985;Q1;112
Current Biology;18790445, 09609822;2.982;Q1;361
Current Opinion in Neurobiology;09594388, 18736882;2.982;Q1;250
Journal of Public Administration Research and Theory;14779803, 10531858;2.981;Q1;138
Organizational Psychology Review;20413866, 20413874;2.978;Q1;42
Seminars in Immunology;10445323, 10963618;2.977;Q1;147
Critical Care;1466609X, 13648535;2.975;Q1;217
Computer-Aided Civil and Infrastructure Engineering;14678667, 10939687;2.972;Q1;109
Engineered Regeneration;26661381;2.971;Q1;30
International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS;-;2.97;-;106
JCI insight;23793708;2.97;Q1;113
npj Flexible Electronics;23974621;2.969;Q1;44
Environmental Science and Ecotechnology;26664984;2.968;Q1;32
Journal of Vocational Behavior;10959084, 00018791;2.966;Q1;185
Implementation Science;17485908;2.964;Q1;141
Journal of Neurology, Neurosurgery and Psychiatry;1468330X, 00223050;2.959;Q1;234
Communications of the ACM;15577317, 00010782;2.957;Q1;241
Diabetes Technology and Therapeutics;15209156, 15578593;2.957;Q1;103
Lancet Regional Health - Americas, The;2667193X;2.951;Q1;27
Journal of Hazardous Materials;18733336, 03043894;2.95;Q1;352
New Astronomy Reviews;13876473;2.95;Q1;64
Annual Review of Biomedical Engineering;15239829, 15454274;2.949;Q1;154
npj Climate and Atmospheric Science;23973722;2.946;Q1;46
Communication Research;00936502, 15523810;2.943;Q1;124
Trends in Microbiology;18784380, 0966842X;2.939;Q1;231
JACS Au;26913704;2.937;Q1;36
National Science Review;20955138, 2053714X;2.934;Q1;107
Analysis and PDE;1948206X, 21575045;2.933;Q1;41
Chinese Journal of Catalysis;18722067;2.932;Q1;103
Journal of Magnesium and Alloys;22139567;2.93;Q1;71
Journal of the National Cancer Center;20968663, 26670054;2.928;Q1;9
Long Range Planning;00246301, 18731872;2.928;Q1;126
Trends in Endocrinology and Metabolism;10432760, 18793061;2.927;Q1;197
International Journal of Hospitality Management;02784319;2.923;Q1;169
Acta Materialia;13596454;2.916;Q1;360
Theranostics;18387640;2.912;Q1;158
Journal of Advertising;15577805, 00913367;2.911;Q1;132
Applied Mechanics Reviews;00036900, 10888535;2.908;Q1;128
Robotics and Computer-Integrated Manufacturing;07365845;2.906;Q1;121
Current Directions in Psychological Science;14678721, 09637214;2.905;Q1;207
Aging Cell;14749726, 14749718;2.904;Q1;173
SIAM Review;10957200, 00361445;2.9;Q1;127
International Journal of Press/Politics;19401612, 19401620;2.899;Q1;81
Europace;10995129, 15322092;2.895;Q1;128
International Journal of Surgery;17439191, 17439159;2.895;Q1;87
Journal of Internal Medicine;09546820, 13652796;2.895;Q1;188
International Journal of Plasticity;07496419;2.894;Q1;169
European Respiratory Review;16000617, 09059180;2.893;Q1;98
IEEE Transactions on Information Forensics and Security;15566013;2.89;Q1;167
Journal of Clinical Epidemiology;08954356, 18785921;2.888;Q1;251
Cancer;0008543X, 10970142;2.887;Q1;340
JACC: Cardiovascular Interventions;18767605, 19368798;2.886;Q1;154
Transportation Research, Part E: Logistics and Transportation Review;13665545;2.884;Q1;144
Eurosurveillance;15607917, 1025496X;2.881;Q1;131
JACC: CardioOncology;26660873;2.88;Q1;34
Journal of Bioresources and Bioproducts;23699698;2.88;Q1;39
IEEE Journal of Solid-State Circuits;1558173X, 00189200;2.876;Q1;236
Journal of Differential Geometry;0022040X, 1945743X;2.875;Q1;81
IEEE Wireless Communications Letters;21622345, 21622337;2.872;Q1;100
npj Precision Oncology;2397768X;2.871;Q1;36
IEEE Transactions on Knowledge and Data Engineering;10414347;2.867;Q1;204
Cancer and Metastasis Reviews;01677659, 15737233;2.866;Q1;167
Journal of the ACM;00045411, 1557735X;2.866;Q1;140
Proceedings - IEEE INFOCOM;0743166X;2.865;-;241
Medicinal Research Reviews;01986325, 10981128;2.864;Q1;150
Transportation Research Part C: Emerging Technologies;0968090X;2.86;Q1;180
Biochar;25247867;2.855;Q1;34
Chemical Engineering Journal;13858947;2.852;Q1;309
Operations Research;0030364X, 15265463;2.848;Q1;161
International Journal of Contemporary Hospitality Management;09596119;2.843;Q1;126
Current Opinion in Immunology;09527915, 18790372;2.841;Q1;210
Biochimica et Biophysica Acta - Reviews on Cancer;18792561, 0304419X;2.838;Q1;159
Studies in Science Education;19408412, 03057267;2.838;Q1;54
Additive Manufacturing;22148604;2.837;Q1;140
Communications Earth and Environment;26624435;2.835;Q1;37
Journal of Neuroinflammation;17422094;2.831;Q1;154
Hypertension;0194911X, 15244563;2.827;Q1;299
Current Opinion in Structural Biology;1879033X, 0959440X;2.824;Q1;218
npj Quantum Information;20566387;2.824;Q1;69
Journal of Sustainable Tourism;09669582, 17477646;2.822;Q1;140
Applied Energy;18729118, 03062619;2.82;Q1;292
Obesity Reviews;1467789X, 14677881;2.818;Q1;199
Journal of Cachexia, Sarcopenia and Muscle;21905991, 21906009;2.816;Q1;100
Journal of Environmental Economics and Management;10960449, 00950696;2.813;Q1;151
Neuroscience and Biobehavioral Reviews;18737528, 01497634;2.81;Q1;288
Cardiovascular Research;17553245, 00086363;2.809;Q1;244
Milbank Quarterly;0887378X, 14680009;2.809;Q1;115
Developmental Review;02732297, 10902406;2.808;Q1;116
Science Bulletin;20959273, 20959281;2.807;Q1;148
Environmental Chemistry Letters;16103653;2.806;Q1;117
Journal of Experimental and Clinical Cancer Research;17569966, 03929078;2.806;Q1;120
IEEE Open Journal of Industry Applications;26441241;2.805;Q1;13
Journal of Materials Chemistry A;20507496, 20507488;2.804;Q1;295
BMJ, The;09598146, 17561833;2.803;Q1;497
Composites Part B: Engineering;13598368;2.802;Q1;203
Nature Computational Science;26628457;2.797;Q1;27
Journal of Machine Learning Research;15337928, 15324435;2.796;Q1;261
Alimentary Pharmacology and Therapeutics;02692813, 13652036;2.794;Q1;207
Journal of Politics;14682508, 00223816;2.792;Q1;147
Metabolism: Clinical and Experimental;00260495, 15328600;2.792;Q1;166
Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development;10000747;2.789;Q1;70
Psychological Review;19391471, 0033295X;2.785;Q1;240
Nous;14680068, 00294624;2.783;Q1;82
Annual Review of Criminology;25724568;2.781;Q1;34
Protection and Control of Modern Power Systems;23670983, 23672617;2.781;Q1;49
Trauma, Violence, and Abuse;15248380, 15528324;2.778;Q1;111
Journal of Educational Psychology;19392176, 00220663;2.774;Q1;252
Work and Stress;02678373, 14645335;2.773;Q1;115
Critical Reviews in Biochemistry and Molecular Biology;10409238, 15497798;2.772;Q1;124
IEEE Transactions on Transportation Electrification;23327782;2.772;Q1;79
Resources, Conservation and Recycling;18790658, 09213449;2.77;Q1;196
Information Systems Journal;13501917, 13652575;2.768;Q1;108
Psychological Medicine;14698978, 00332917;2.768;Q1;243
